Security Code,Security Id
500672,NOVARTIND
500710,AKZOINDIA
500730,NOCIL
500777,TNPETRO
500780,ZUARIGLOB
500840,EIHOTEL
500945,VALUEIND
501242,TCIFINANCE
501295,IITL
501301,TATAINVEST
501343,MOTOGENFIN
501455,GREAVESCOT
501848,GLOBOFFS
502090,SAGCEM
502137,DECCANCE
502157,MANGLMCEM
502165,OCL
502168,NCLIND
502219,BOROSIL
502330,IPAPPM
502420,ORIENTPPR
502448,ROLLT
502450,SESHAPAPER
502761,BLUBLND-B
502820,DCM
502865,FORBESCO
502937,KESORAMIND
502986,VTL
503031,PENINLAND
503100,PHOENIXLTD
503101,MARATHON
503169,RUBYMILLS
503310,SWANENERGY
503722,BANSWRAS
503811,SIYSIL
503960,BBL
504008,EMCO
504036,HIRECT
504058,NIPPOBATRY
504067,ZENSARTECH
504112,NELCO
504212,UNIVCABLES
504286,DELTAMAGNT
504614,SARDAEN
504741,INDIANHUME
504879,ORIENTABRA
504966,TINPLATE
505010,AUTOAXLES
505075,SETCO
505160,TALBROAUTO
505163,ZFSTEERING
505192,SMLISUZU
505196,TIL
505230,CIMMCO
505242,DYNAMATECH
505283,KIRLPNU
505324,MANUGRAPH
505355,NESCO
505368,REVATHI
505400,TEXINFRA
505412,WENDT
505509,RESPONIND
505533,WESTLIFE
505688,BHARATGEAR
505700,ELECON
505714,GABRIEL
505720,HERCULES
505726,IFBIND
505744,FMGOETZE
505790,SCHAEFFLER
505800,RANEHOLDIN
505854,TRF
505890,KENNAMET
506074,ARSHIYA
506076,GRINDWELL
506079,LAKPRE
506109,GENESYS
506146,VIVIDHA
506184,KANANIIND
506194,ASL
506197,BLISSGVS
506222,INEOSSTYRO
506235,ALEMBICLTD
506390,CLNINDIA
506401,DEEPAKNI
506480,GOCLCORP
506525,KANORICHEM
506579,ORIENTCQ
506590,PHILIPCARB
506618,PUNJABCHEM
506655,SUDARSCHEM
506690,UNICHEMLAB
506720,ZANDUREALT
506767,ALKYLAMINE
506820,ASTRAZEN
506943,JBCHEPHARM
507180,KESARENT
507205,TI
507315,SAKHTISUG
507410,WALCHANNAG
507438,IFBAGRO
507442,DHARSUGAR
507450,THIRUSUGAR
507488,GMBREW
507490,RANASUG
507514,SDBL
507580,IVP
507717,DHANUKA
507747,TTKHEALTH
507785,TAINWALCHM
507789,JAGSNPHARM
507815,GILLETTE
507828,ANSALHSG
507880,VIPIND
508486,HAWKINCOOK
508814,COSMOFILMS
508906,EVERESTIND
508933,AYMSYNTEX
508989,NAVNETEDUL
509009,AUSOMENT
509055,VISAKAIND
509077,PRESSMN
509079,GUFICBIO
509152,GRPLTD
509220,PTL
509243,TVSSRICHAK
509488,GRAPHITE
509496,ITDCEM
509550,GAMMONIND
509557,GARWALLROP
509567,GOACARBON
509631,HEG
509635,HINDCOMPOS
509675,HIL
509692,INDIANCARD
509715,JAYSHREETEA
509820,PAPERPROD
509874,SHALPAINTS
509966,VSTIND
511034,JINDRILL
511108,SHIVTEX
511208,IVC
511333,VLSFINANCE
511413,CREST
511473,INDBANK
511505,CAPITALT
511559,TIMESGTY
511611,DCMFINSERV
511630,SAMBHAAV
511676,GICHSGFIN
511726,VIPUL
511766,MUTHTFN
512093,CRANESSOFT
512131,SIGNETIND
512161,8KMILES
512179,SUNTECK
512237,JAICORPLTD
512289,SHIRPUR-G
512296,BHAGYNAGAR
512299,STERLINBIO
512519,DONEAR
512529,SEQUENT
512531,STCINDIA
512553,ZENITHEXPO
512559,KOHINOOR
512573,AVANTI
512597,KEYCORPSER
512608,BHANDHOS
512626,ORBTEXP
513023,NBVENTURES
513108,GANDHITUBE
513121,ORICON
513151,STINDIA
513179,NATNLSTEEL
513216,UTTAMSTL
513228,PENIND
513262,SSWL
513269,MANINDS
513335,METALFORGE
513349,AJMERA
513414,SMPL
513434,TATAMETALI
513436,SHAHALLOYS
513446,MONNETISPA
513519,PITTILAM
513554,MAHASTEEL
513597,SURANAIND
513605,SRIPIPES
513691,JMTAUTOLTD
513729,AROGRANITE
514034,JBFIND
514043,HIMATSEIDE
514045,BSL
514142,TTL
514167,GANECOS
514175,VARDMNPOLY
514211,SUMEETINDS
514234,SANGAMIND
514274,AARVEEDEN
514286,ASHIMASYN
514300,PIONEEREMB
514326,PATSPINLTD
514348,WINSOME
514354,PREMIERPOL
515030,ASAHIINDIA
515037,MURUDCERA
515055,ANANTRAJ
515093,MADHAV
515145,HINDNATGLS
516007,MANGTIMBER
516016,SHREYANIND
516022,STARPAPER
516064,ARROWGREEN
516072,VISHNU
516082,NRAGRINDQ
516092,PDUMJEIND
517015,VINDHYATEL
517041,ADORWELD
517059,SALZER
517080,HIGHGROUND
517140,MOSERBAER
517146,USHAMART
517164,ZENITHCOMP
517168,SUBROS
517174,HONAUT
517206,LUMAXIND
517214,SPICEMOBI
517224,SUJANAUNI
517271,HBLPOWER
517296,PHOENIXLL
517300,GIPCL
517330,CMI
517344,MINDTECK
517380,IGARASHI
517421,BUTTERFLY
517447,RSSOFTWARE
517498,WEBELSOLAR
517518,LEEL
517530,SURANAT&amp
517536,ONWARDTEC
517544,CENTUM
517556,PVP
517562,TRIGYN
517569,KEI
517571,INDLMETER
518029,GSCLCEMENT
518091,APCL
519091,TASTYBIT
519105,AVTNPL
519136,NAHARINDUS
519156,VADILALIND
519183,ADFFOODS
519224,WILLAMAGOR
519248,JVLAGRO
519260,SANWARIA
519383,ANIKINDS
519494,NKIND
519552,HERITGFOOD
519570,LAKSHMIO
519588,DFM
519600,CCL
519602,KELLTONTEC
520008,RICOAUTO
520021,OMAXAUTO
520043,MUNJALSHOW
520051,JAMNAAUTO
520056,SUNCLAYLTD
520057,SONASTEER
520059,MUNJALAU
520066,JAYBARMARU
520077,AMTEKAUTO
520086,SICAL
520111,RATNAMANI
520113,VESUVIUS
520119,ASAL
520151,SHREYAS
521014,EUROTEXIND
521018,MARALOVER
521034,SOMATEX
521064,TRIDENT
521070,ALOKTEXT
521082,SPENTEX
521109,NAGREEKEXP
521163,ZODIACLOTH
521180,SUPERSPIN
521194,SILINV
521200,SURYALAXMI
521220,DAMOINDUS
521248,KITEX
522029,WINDMACHIN
522034,SHANTIGEAR
522064,HONDAPOWER
522073,HITECHGEAR
522074,ELGIEQUIP
522113,TIMKEN
522163,DIAPOWER
522205,PRAJIND
522217,GUJAPOLLO*
522241,MMFL
522249,MAYURUNIQ
522261,DOLPHINOFF
522263,JMCPROJECT
522285,JAYNECOIND
522287,KALPATPOWR
522295,CONTROLPR
523011,WEIZMANIND
523127,EIHAHOTELS
523207,KOKUYOCMLN
523260,PEARLPOLY
523261,VENKYS
523269,ADVANIHOTR
523283,SUPERHOUSE
523319,BALMLAWRIE
523367,DCMSHRIRAM
523371,MAWANASUG
523391,NAHARPOLY
523395,3MINDIA
523398,JCHAC
523445,RIIL
523457,LINDEINDIA
523539,PRECWIRE
523574,FEL
523592,JENSONICOL
523610,ITI
523618,DREDGECORP
523628,PODDAR
523630,NFL
523648,PLASTIBLEN
523694,APCOTEXIND
523704,MASTEK
523708,EIMCOELECO
523716,ASHIANA
523724,VIJSHAN
523736,DPL
523792,MAZDALTD
523796,VICEROY
523828,MENONBE
523838,SIMPLEXINF
524000,MAGMA
524019,KINGFA
524051,POLYPLEX
524075,ALBERTDA
524109,KABRAEXTRU
524129,VINYLINDIA
524164,IOLCP
524200,VINATIORGA
524208,AARTIIND
524226,GAEL
524230,RCF
524280,KOPRAN
524330,JAYAGROGN
524348,AARTIDRUGS
524370,BODALCHEM
524372,ORCHIDPHAR
524394,VIMTALABS
524500,KILITCH
524558,NEULANDLAB
524570,PODARPIGQ
524598,AKSCHEM
524652,INDSWFTLTD
524667,SOTL
524669,HESTERBIO
524689,PARENTLD
524709,NAGAAGRI
524735,HIKAL
524742,CAPPL
524820,PANAMAPET
524824,BALPHARMA
526093,SATHAISPAT
526173,ANDREWYU
526217,HITECHCORP
526227,FILATEX
526235,MERCATOR
526247,PREMEXPLQ
526263,MOLDTEK
526325,ORIENTLTD
526367,GANESHHOUC
526381,PATINTLOG
526397,ALPHAGEO
526521,SANGHIIND
526550,CCHHL
526582,TPLPLAST
526586,WIMPLAST
526596,LIBERTSHOE
526608,ELECTHERM
526642,MIRZAINT
526650,TFCILTD
526666,BIL
526668,KAMATHOTEL
526707,ALCHEM
526725,SANDESH
526729,GOLDIAM
526797,GREENPLY
526801,PSL
526807,SEAMECLTD
526849,BANARBEADS
526881,63MOONS
526885,SARLAPOLY
526921,21STCENMGM
526947,LAOPALA
526953,VENUSREM
526987,URJAGLOBA
527001,ASHAPURMIN
530001,GUJALKALI
530011,MANGCHEFER
530023,FORTUNEF
530047,RAIREKMOH
530073,SANGHVIMOV
530075,SELAN
530117,FAIRCHEM
530135,OPTIEMUS
530191,CHROMATIC
530199,THEMISMED
530239,SUVEN
530299,KOTHARIPRO
530343,GENUSPOWER
530363,UGARSUGAR
530365,ORIENTBELL
530367,NRBBEARING
530377,NILA
530381,PETRONENGG
530517,RELAXO
530549,SHILPAMED
530655,GOODLUCK
530699,RAJRAYON
530721,ANGIND
530759,STERTOOLS
530773,IVRCLINFRA
530803,BHAGIL
530813,KRBL
530843,CUPID
530919,REMSONSIND
530943,SABTN
530961,VIKASECO
530999,BALAMINES
531082,ALANKIT
531092,OMMETALS
531120,PATELENG
531147,ALICON
531179,ARMANFIN
531209,NUCLEUS
531241,LINCPENQ
531266,VSTTILLERS
531335,ZYDUSWELL
531339,JAIHINDPRO
531349,PANACEABIO
531373,THEBYKE
531400,ALMONDZ
531404,ZICOM
531426,TNPL
531431,SHAKTIPUMP
531453,MOHITIND
531495,BLUECOAST
531497,MADHUCON
531508,EVEREADY
531524,ICSA
531531,HATSUN
531543,JINDWORLD
531548,SOMANYCERA
531556,CORALFINAC
531595,CGCL
531599,FDC
531624,COUNCODOS
531633,LINCOPH
531717,VIDHIING
531723,STAMPEDE
531746,PRAENG
531768,POLYMED
531795,ATULAUTO
531816,PANORAMUNI
531847,ASTAR
531879,PIONDIST
531882,KWALITY
531892,KHANDSE
531934,SUPREMETEX
531978,AMBIKCO
532051,SWELECTES
532054,KDDL
532081,KSERASERA
532097,MUKANDENGG
532123,BSELINFRA
532133,IFGLREFRAC
532141,ANDHRACEMT
532143,SKMEGGPROD
532150,INDRAMEDCO
532156,VAIBHAVGBL
532162,JKPAPER
532163,SAREGAMA
532172,SPHEREGSL
532173,CYBERTECH
532180,DHANBANK
532189,ITDC
532212,ARCHIES
532216,HBSTOCK
532219,ENERGYDEV
532221,SONATSOFTW
532240,INDNIPPON
532256,NSIL
532259,APARINDS
532268,ACCELYA
532282,CASTEXTECH
532285,GEOJITFSL
532290,BLBLIMITED
532301,TATACOFFEE
532305,INDSWFTLAB
532309,GEPIL
532310,SHREERAMA
532313,MAHLIFE
532324,CINEVISTA
532326,INTENTECH
532332,CURATECH
532339,COMPUSOFT
532341,IZMO
532348,SUBEX
532349,TCI
532351,AKSHOPTFBR
532356,TRIVENI
532357,MUKTAARTS
532365,DSSL
532366,PNBGILTS
532368,LYCOS
532369,RAMCOIND
532370,RAMCOSYS
532371,TTML
532375,TIPSINDLTD
532382,BALAJITELE
532386,CALSOFT
532387,PNC
532390,TAJGVK
532391,OPTOCIRCUI
532392,CREATIVEYE
532395,AXISCADES
532398,UMESLTD
532401,VIJAYABANK
532408,MEGASOFT
532413,CEREBRAINT
532416,NEXTMEDIA
532419,SMARTLINK
532440,MPSLTD
532443,CERA
532456,COMPUAGE
532457,GULPOLY
532460,PONNIERODE
532468,KAMAHOLD
532475,APTECHT
532479,ISMTLTD
532481,NOIDATOLL
532486,POKARNA
532493,ASTRAMICRO
532497,RADICO
532504,NAVINFLUOR
532507,BAGFILMS
532508,JSL
532509,SUPRAJIT
532511,EXCELCROP
532513,TVSELECT
532515,TVTODAY
532521,PALRED
532525,MAHABANK
532527,RKFORGE
532528,DATAMATICS
532529,NDTV
532539,MINDAIND
532543,GULFPETRO
532548,CENTURYPLY
532553,WELENT
532604,SALSTEEL
532605,JBMA
532609,BHARATIDIL
532610,DWARKESH
532612,INDOCO
532613,VIPCLOTHNG
532616,XCHANGING
532621,MORARJEE
532624,JINDALPHOT
532627,JPPOWER
532628,3IINFOTECH
532630,GOKEX
532633,ALLSEC
532637,MANGALAM
532638,SHOPERSTOP
532640,CYBERMEDIA
532641,NDL
532642,JSWHL
532644,JKCEMENT
532646,UNIPLY
532647,PROVOGE
532649,NECLIFE
532650,MSPL
532651,SPLIL
532658,EON
532660,VIVIMEDLAB
532661,RML
532662,HTMEDIA
532663,SASKEN
532665,RAJVIR
532668,AURIONPRO
532673,KMSUGAR
532674,BASML
532676,PBAINFRA
532678,BRFL
532679,SORILINFRA
532684,EKC
532687,REPRO
532692,RMCL
532693,PUNJLLOYD
532694,BARTRONICS
532696,EDUCOMP
532698,NITINSPIN
532699,ROHLTD
532700,ENIL
532705,JAGRAN
532706,INOXLEISUR
532707,DYNPRO
532711,SUNILHITEC
532713,SAKUMA
532715,GITANJALI
532716,GILLANDERS
532717,INDOTECH
532718,PRATIBHA
532719,BLKASHYAP
532721,VISASTEEL
532722,NITCO
532725,SOLARINDS
532727,ADHUNIK
532728,MALUPAPER
532730,SGL
532732,KKCL
532735,RSYSTEMINT
532737,EMKAY
532740,LOKESHMACH
532741,KAMDHENU
532744,GTNTEX
532746,UNITY
532748,PFOCUS
532749,ALLCARGO
532751,EASUNREYRL
532756,MAHINDCIE
532757,VOLTAMP
532759,ATLANTA
532760,DEEPIND
532761,HOVS
532762,ACE
532764,GEECEE
532765,USHERAGRO
532767,GAYAPROJ
532768,FIEMIND
532771,JHS
532773,GLOBALVECT
532775,GTLINFRA
532776,SHIVAMAUTO
532782,SUTLEJTEX
532783,DAAWAT
532785,RUCHIRA
532787,ESSDEE
532788,XLENERGY
532790,TANLA
532794,ZEEMEDIA
532795,SITINET
532796,LUMAXTECH
532799,HUBTOWN
532801,CTE
532804,TIIL
532807,CINELINE
532808,PGIL
532811,AHLUCONT
532812,TFL
532813,CANDC
532815,SMSPHARMA
532817,ORIENTALTL
532820,ELAND
532823,EUROCERA
532826,RAJTV
532828,AMDIND
532830,ASTRAL
532831,ABHISHEK
532834,CAMLINFIN
532842,SRHHYPOLTD
532845,TGBHOTELS
532847,HILTON
532850,MIC
532851,INSECTICID
532852,MCDHOLDING
532853,ASAHISONG
532854,NITINFIRE
532856,TIMETECHNO
532859,HGS
532864,NELCAST
532865,MEGH
532867,V2RETAIL
532869,TARMAT
532871,CELESTIAL
532875,ADSL
532877,SIMPLEX
532878,ALPA
532880,OMAXE
532883,ZYLOG
532884,REFEX
532886,SELMCL
532887,NTL
532888,ASIANTILES
532889,KPRMILL
532890,TAKE
532891,PURVA
532892,MOTILALOFS
532894,INDOWIND
532895,NAGREEKCAP
532896,MAGNUM
532900,SEINV
532902,CCCL
532904,SUPREMEINF
532906,MAANALU
532907,IL&amp
532908,SHARONBIO
532914,ARCOTECH
532920,EDL
532923,RJL
532924,KOLTEPATIL
532926,JYOTHYLAB
532928,TRIL
532929,BRIGADE
532930,BGRENERGY
532931,BURNPUR
532932,MANAKSIA
532934,PPAP
532935,ARIES
532941,CORDSCABLE
532942,KNRCON
532944,ONMOBILE
532945,SHRIRAMEPC
532946,BANG
532948,TULSI
532951,GSS
532952,NAHARCAP
532959,GAMMNINFRA
532960,IBVENTURES
532961,SITASHREE
532966,TWL
532967,KIRIINDUS
532974,BIRLAMONEY
532976,JAIBALAJI
532980,GOKUL
532983,RPGLIFE
532987,RBL
532988,RANEENGINE
532989,BAFNAPHARM
532994,ARCHIDPLY
532997,KSK
533001,SOMICONV
533008,OISL
533012,LPDC
533014,SICAGEN
533022,20MICRONS
533029,ALKALI
533033,ISGEC
533047,IMFA
533048,GISOLUTION
533068,ARROWTEX
533080,MOLDTKPAC
533088,MHRIL
533090,EXCEL
533095,BENGALASM
533104,GLOBUSSPR
533121,SQSBFSI
533138,ASTEC
533146,DLINKINDIA
533152,MBLINFRA
533154,INFINITE
533156,VASCONEQ
533157,SYNCOM
533160,DBREALTY
533161,EMMBI
533164,TEXMOPIPES
533166,SUNDARAM
533168,ROSSELLIND
533169,MANINFRA
533171,UNITEDBNK
533176,DQE
533178,PRADIP
533181,ISFT
533192,KCPSUGIND
533193,KECL
533200,TALWALKARS
533202,NITESHEST
533203,TARAPUR
533204,MANDHANA
533207,JPINFRATEC
533216,TECHNOFAB
533217,HMVL
533218,EMAMIINFRA
533221,AHLWEST
533227,AHLEAST
533229,BAJAJCORP
533257,INDOSOLAR
533259,SASTASUNDR
533260,CAREERP
533261,EROSMEDIA
533262,RAMKY
533263,GREENPOWER
533264,ESL
533267,CANTABIL
533270,BEDMUTHA
533271,ASHOKA
533272,CEBBCO
533275,GAL
533276,BSLIMITED
533281,TECHNO
533282,GRAVITA
533284,RPPINFRA
533286,MOIL
533287,ZEELEARN
533288,CLARIS
533289,KTIL
533292,A2ZINFRA
533293,KIRLOSENG
533294,RKDL
533295,PSB
533296,FMNL
533298,SURANASOL
533301,SPYL
533302,KICL
533303,BFINVEST
533306,SUMMITSEC
533316,STEL
533317,OMKARCHEM
533320,JUBLINDS
533321,BILENERGY
533326,TEXRAIL
533329,INDTERRAIN
533333,FCL
533336,DHUNINV
533339,ZENTEC
533343,LOVABLE
533344,PFS
533389,SHILPI
533393,TCIDEVELOP
533407,CNOVAPETRO
533411,SANGHVIFOR
533451,KARMAENG
533452,WEIZFOREX
533470,RUSHIL
533482,KRIINFRA
533506,INVENTURE
533520,SORILHOLD
533540,TREEHOUSE
533543,BROOKS
533552,RUPA
533553,TDPOWERSYS
533569,SRSLTD
533576,VASWANI
533581,PGEL
533605,PRAKASHCON
533629,TIJARIA
533632,ONELIFECAP
533638,FLEXITUFF
533644,UJAAS
533655,TRITURBINE
533676,INDOTHAI
533704,ESSARSHPNG
533758,APLAPOLLO
533761,GPTINFRA
533982,TERASOFT
534076,ORIENTREF
534139,SCHNEIDER
534184,NAGAROIL
534312,MTEDUCARE
534369,TBZ
534392,VSSL
534425,SPECIALITY
534532,LYPSAGEMS
534597,RTNINFRA
534598,SEPOWER
534612,AMTL
534615,NECCLTD
534674,DUCON
534675,PROZONINTU
534691,COMCL
534742,ZUARI
534748,STEELXIND
534756,TARAJEWELS
534758,CIGNITI
534976,VMART
535141,SRDL
535458,NIBL
535467,AIFL
535601,SREEL
535602,SHARDA
535754,ORIENTCEM
536128,VKJINFRA
536264,TIGERLOGS
536507,FLFL
536592,SKFL
536773,JPOLYINVST
536974,CPL
537254,RCIIND
537259,SUYOG
537291,NATHBIOGEN
537292,AGRITECH
537483,RELCNX100
537708,KOTAKNIFTY
538019,OBIL
538057,CPSEETF
538268,WONDERLA
538418,RCLEDIIADD
538419,RCLEDIIADG
538420,RCLENDIIAD
538421,RCLENDIIAG
538501,IPRU2401
538502,IPRU8601
538547,OASIS
538562,SKIPPER
538567,GULFOILLUB
538577,IPRU2428
538578,IPRU8628
538591,RCAPBULADD
538592,RCAPBULADG
538593,RCAPBUILAD
538594,RCAPBUILAG
538630,RCAPBULBDD
538631,RCAPBULBDG
538632,RCAPBUILBD
538633,RCAPBUILBG
538635,SNOWMAN
538648,IPRU2487
538649,IPRU2488
538650,IPRU8687
538651,IPRU8688
538666,SHARDACROP
538685,SHEMAROO
538706,ULTRACAB
538709,SEOFIGR
538710,SEOFIDR
538711,SEOFIGD
538712,SEOFIDD
538713,ATISHAY
538715,DHABRIYA
538717,RCAPBULCDD
538718,RCAPBULCDG
538719,RCAPBUILCD
538720,RCAPBUILCG
538728,IPRU2511
538729,IPRU8711
538730,PDSMFL
538755,BSLFEFS3RG
538756,BSLFEFS3RN
538757,BSLFEFS3DG
538758,BSLFEFS3DN
538763,IPRU2530
538764,IPRU8730
538771,PINCON
538808,D3YRCEERG
538809,D3YRCEERDP
538810,D3YRCEEDG
538811,D3YRCEEDDP
538812,AANCHALISP
538818,SEOFIIGR
538819,SEOFIIDR
538820,SEOFIIGD
538821,SEOFIIDD
538836,MONTECARLO
538841,BSLFEFS4RG
538842,BSLFEFS4RN
538843,BSLFEFS4DG
538844,BSLFEFS4DN
538853,RCBFIIADD
538854,RCBFIIADG
538855,RCBFIIAD
538856,RCBFIIAG
538861,AMSONS
538892,IPRU2586
538893,IPRU8788
538902,DHUNTEAIND
538924,IPRU2591
538925,IPRU8793
538928,KARNAVATI
538936,IPRU2598
538937,IPRU8800
538938,RCBFIIBDD
538939,RCBFIIBDG
538940,RCBFIIBD
538941,RCBFIIBG
538957,LICNFR3G
538958,LICNFR3D
538959,LICNFR3G1
538960,LICNFR3D1
538961,GENUSPAPER
538962,MINDACORP
538979,GRNLAMIND
538980,HFEFDG
538981,HFEFDD
538982,HFEFRG
538983,HFEFRD
539015,ORTEL
539017,ASHFL
539031,SETFBSE100
539043,MANAKINDLTD
539044,MANAKSTELTD
539045,MNKALCOLTD
539046,MNKCMILTD
539052,BSLFEFS5RG
539053,BSLFEFS5RN
539054,BSLFEFS5DG
539055,BSLFEFS5DN
539056,ADLABS
539063,RCBFIICDD
539065,RCBFIICDG
539067,RCBFIICD
539070,RCBFIICG
539083,INOXWIND
539084,IPRU2619
539085,IPRU8821
539092,IPRU8841
539093,IPRU8842
539094,IPRU2639
539095,IPRU2640
539100,IPRU2626
539101,IPRU8828
539118,VRLLOG
539126,MEP
539133,KTKKIGFG
539134,HFEFBRG
539135,KTKKIGFD
539136,KTKKIGFGD
539137,KTKKIGFDD
539138,HFEFBRD
539139,HFEFBDG
539140,HFEFBDD
539141,UFO
539142,NIFTYEES
539150,PNCINFRA
539169,FUNNY
539179,IPRU2670
539180,IPRU8872
539202,RCBFIIIAX
539203,RCBFIIIAZ
539204,RCBFIIIAD
539205,RCBFIIIAG
539207,MANPASAND
539251,BALKRISHNA
539252,SCFL
539276,KAYA
539285,IPRU8895
539286,IPRU2693
539287,ORTINLAABS
539289,MJCO
539290,BINDALAGRO
539301,ARVSMART
539302,POWERMECH
539309,RAMASTEEL
539312,UTISENSETF
539313,UTINIFTETF
539319,IPRU8917
539320,IPRU8910
539321,IPRU2715
539322,IPRU2708
539331,VETO
539333,PENPEBS
539334,SHREEPUSHK
539346,SADBHIN
539351,PRABHAT
539394,IPRU8923
539395,IPRU8924
539396,IPRU2721
539397,IPRU2722
539404,SATIN
539420,BSLFEFS6RG
539421,BSLFEFS6RN
539422,BSLFEFS6DG
539423,BSLFEFS6DN
539436,COFFEEDAY
539447,BEARDSELL
539450,SHK
539456,IPRU8937
539457,IPRU8938
539458,IPRU2735
539459,IPRU2736
539480,LICNETFN50
539487,LICNETFSEN
539516,HDFCNIFETF
539517,SXETF
539542,LUXIND
539551,NH
539597,JSLHISAR
539622,IPRU8957
539623,IPRU8958
539624,IPRU2755
539625,IPRU2756
539636,PRECAM
539658,TEAMLEASE
539678,QUICKHEAL
539708,IPRU2766
539709,IPRU2767
539710,IPRU8968
539711,IPRU8969
539725,GOKULAGRO
539742,SIMBHALS
539784,LICNFNHGP
539785,PDMJEPAPER
539787,HCG
539799,BHARATWIRE
539861,SKIL
539871,THYROCARE
539885,IPRU2812
539886,IPRU2813
539887,IPRU9014
539888,IPRU9015
539917,NAGARFERT
539940,MAXVIL
539945,NV20IWIN
539954,IPRU2821
539955,IPRU9023
539978,QUESS
539979,DIGJAMLTD
539980,MIDCAPIWIN
539981,MAXINDIA
539992,LLOYDSTEEL
540008,BSLSENETFG
540048,SPAL
540061,BIGBLOC
540073,BLS
540081,GOVNOW
540083,TVVISION
540098,BSLRIFS1RG
540099,BSLRIFS1RD
540100,BSLRIFS1RS
540101,BSLRIFS1DG
540102,BSLRIFS1DD
540103,BSLRIFS1DS
540124,GNA
540133,ICICIPRULI
540136,HPL
540153,ENDURANCE
540173,PNBHOUSING
540176,IPRU2880
540177,IPRU9082
540178,IPRU9083
540179,IPRU2881
540180,VBL
540194,BSLRIFS2RG
540195,BSLRIFS2RN
540196,BSLRIFS2DG
540197,BSLRIFS2DN
540203,SFL
540210,TMRVL
540212,TCIEXP
540222,LAURUSLABS
540248,AXISE1D1D
540249,AXISE1DGG
540250,AXISE1DPD
540251,AXISE1GPG
540255,IPRU2894
540256,IPRU2895
540257,IPRU9096
540258,IPRU9097
540271,IPRU2896
540272,IPRU2897
540273,IPRU9098
540274,IPRU9099
540293,PRICOLLTD
540333,AXISE2D1D
540334,AXISE2DGG
540335,AXISE2DPD
540336,AXISE2GPG
540366,RADIOCITY
540376,DMART
540378,BSLRIFS3RG
540379,BSLRIFS3RD
540381,BSLRIFS3DG
540383,BSLRIFS3DD
540403,CLEDUCATE
540417,CA50T
540418,CA10T
540419,CD50T
540420,CD10T
540421,CA50R
540422,CA10R
540423,CD50R
540424,CD10R
540425,SHANKARA
540469,IPRU2933
540470,IPRU9135
540497,SCHAND
540530,HUDCO
540538,IPRU2955
540539,IPRU9157
540544,PSPPROJECT
540551,AXISAEDGG
540552,AXISAEGPG
540575,STARCEMENT
540586,IPRU2969
540587,IPRU2970
540588,IPRU9171
540589,IPRU9172
540591,HEOF1126DG
540592,HEOF1126DD
540593,HEOF1126RG
540594,HEOF1126RD
540595,TEJASNET
540596,ERIS
540602,GTPL
540611,AUBANK
540612,LOWVOLIWIN
540616,ARTEMIS
540617,BSLRIFS4RG
540618,BSLRIFS4RD
540619,BSLRIFS4DG
540620,BSLRIFS4DD
540626,IPRU2987
540627,IPRU2988
540629,IPRU9189
540631,IPRU9190
540634,HEOF1100DG
